open,high,low,close,closetime,returns_percent,volatility_percent
534.1448974609375,534.166015625,532.52001953125,532.5599975585938,2020-12-09 11:30,-0.2967172222139696,0.30815535289661233
530.8200073242188,530.8200073242188,529.9299926757812,530.010009765625,2020-12-09 12:00,-0.15259363765823786,0.16766787916000486
528.4000244140625,528.5128173828125,527.239990234375,527.8400268554688,2020-12-09 12:30,-0.10597985100676816,0.24088324936186847
525.010009765625,525.8900146484375,523.7100219726562,523.7100219726562,2020-12-09 13:00,-0.24761200144528495,0.4152287833053778
522.9000244140625,523.3499755859375,521.5,521.5,2020-12-09 13:30,-0.26774227360790476,0.3537914514367248
516.739990234375,519.260009765625,516.739990234375,519.1799926757812,2020-12-09 14:00,0.47219152523874747,0.48767650634258214
521.1500244140625,521.2550048828125,519.6199951171875,520.1749877929688,2020-12-09 14:30,-0.18709326977198162,0.3137311117778932
519.2100219726562,519.469970703125,518.1099853515625,518.5399780273438,2020-12-09 15:00,-0.12905065714386138,0.26193357100378206
515.0,515.8806762695312,514.739990234375,515.1699829101562,2020-12-09 15:30,0.03300639032160194,0.22149243401092233
515.0,519.1599731445312,514.4400024414062,514.4400024414062,2020-12-10 09:30,-0.10873739001820389,0.9164991656553398
519.9691772460938,520.7999877929688,518.719970703125,518.9000244140625,2020-12-10 10:00,-0.20561850179154673,0.4000269979193995
520.5599975585938,520.8499755859375,519.2150268554688,519.8900146484375,2020-12-10 10:30,-0.1287042633507077,0.31407498427397346
521.4299926757812,521.489990234375,520.25,520.5900268554688,2020-12-10 11:00,-0.1610888963256819,0.23780569813635763
520.9349975585938,521.9699096679688,520.7999877929688,521.4299926757812,2020-12-10 11:30,0.0950205149408922,0.22458116280974375
516.5,517.6699829101562,516.223876953125,517.6699829101562,2020-12-10 12:00,0.2265213766033398,0.2799817922616166
517.7899780273438,518.4500122070312,517.7050170898438,517.7050170898438,2020-12-10 12:30,-0.016408378127301903,0.14387978694098205
515.739990234375,516.7449951171875,515.6599731445312,516.7449951171875,2020-12-10 13:00,0.19486658041696195,0.2103815863034333
519.3699951171875,519.3699951171875,518.3900146484375,518.969970703125,2020-12-10 13:30,-0.07702108666717278,0.18868638503633295
519.0,519.0050048828125,518.5499877929688,518.7050170898438,2020-12-10 14:00,-0.05683678423049133,0.08767188628973989
518.010009765625,518.7100219726562,518.010009765625,518.5549926757812,2020-12-10 14:30,0.1052070230076884,0.13513488037576193
517.9199829101562,518.4500122070312,517.4099731445312,517.5,2020-12-10 15:00,-0.08109030815849107,0.20081076166555556
519.1799926757812,519.6300048828125,519.1199951171875,519.6300048828125,2020-12-10 15:30,0.0866774940058745,0.09823370946874914
518.8784790039062,520.7999877929688,514.5700073242188,516.1724853515625,2020-12-11 09:30,-0.5215081684517847,1.2006627217821264
516.6400146484375,517.75,516.5700073242188,517.4400024414062,2020-12-11 10:00,0.15484433460174868,0.22839746096403504
518.6300048828125,518.6300048828125,517.260009765625,517.9550170898438,2020-12-11 10:30,-0.13014823411947934,0.2641565478836996
517.5399780273438,518.5,517.344482421875,517.7000122070312,2020-12-11 11:00,0.030922090366330066,0.2232711726984595
516.9299926757812,517.75,516.739990234375,517.2100219726562,2020-12-11 11:30,0.05417160947181382,0.19538617993451943
514.989990234375,515.909912109375,514.77001953125,515.3300170898438,2020-12-11 12:00,0.06602591543847323,0.22134266679750964
514.1799926757812,514.3699951171875,513.9385986328125,514.0,2020-12-11 12:30,-0.03500577197579628,0.08389989702439068
515.489990234375,516.3800048828125,515.3599853515625,516.3599853515625,2020-12-11 13:00,0.1687705161436683,0.19787378039799247
516.8200073242188,517.344970703125,516.5399780273438,517.344970703125,2020-12-11 13:30,0.10157566879505937,0.15575880661993233
518.8099975585938,519.1798706054688,518.2999877929688,518.5,2020-12-11 14:00,-0.059751654758491674,0.16959634869037526
519.1300048828125,520.364990234375,519.0999755859375,520.3200073242188,2020-12-11 14:30,0.2292301408536151,0.24367974043863294
519.0499877929688,519.419921875,518.1500244140625,518.1500244140625,2020-12-11 15:00,-0.17338664869889459,0.24465802731971523
518.969970703125,519.9400024414062,518.8099975585938,519.1099853515625,2020-12-11 15:30,0.026979335287512212,0.2177399361434181
523.1300048828125,526.7562866210938,523.0999755859375,525.9099731445312,2020-12-14 09:30,0.5314105931166186,0.6989297117406424
530.7000122070312,532.6500244140625,529.0900268554688,530.1500244140625,2020-12-14 10:00,-0.10363440367779649,0.670811659451208
530.510009765625,531.7113037109375,529.7150268554688,529.7150268554688,2020-12-14 10:30,-0.14985257497921048,0.37629390939309304
528.0726928710938,528.8800048828125,527.5928955078125,528.8800048828125,2020-12-14 11:00,0.15287895447300104,0.2437371582313938
531.0150146484375,531.5311889648438,529.9000244140625,530.3388061523438,2020-12-14 11:30,-0.1273426320235858,0.3071786118630139
532.3499755859375,532.4299926757812,531.6466064453125,531.97998046875,2020-12-14 12:00,-0.0695022323951946,0.1471562442745501
531.0800170898438,531.6099853515625,530.7899780273438,531.6099853515625,2020-12-14 12:30,0.09979066141912366,0.15440372407761443
531.0,531.5800170898438,530.4500122070312,530.4724731445312,2020-12-14 13:00,-0.0993459238170904,0.21280694591572505
528.5499877929688,529.760009765625,528.4600219726562,529.5499877929688,2020-12-14 13:30,0.18919686370169714,0.24595361328017867
531.8599853515625,532.2239990234375,531.3900146484375,531.7050170898438,2020-12-14 14:00,-0.029137040948157642,0.15680524911997873
534.4343872070312,534.4343872070312,532.9000244140625,533.5,2020-12-14 14:30,-0.17483665523739653,0.2871003119741924
534.0750122070312,534.1900024414062,533.5001220703125,533.969970703125,2020-12-14 15:00,-0.01966793081596771,0.12917293551010053
534.8400268554688,534.8900146484375,533.07470703125,533.07470703125,2020-12-14 15:30,-0.33006501674860567,0.3394113241412381
537.4124755859375,538.5399780273438,534.0999755859375,535.7885131835938,2020-12-15 09:30,-0.30218174607374976,0.8261814980319061
534.260009765625,535.1300048828125,532.7700805664062,535.1298828125,2020-12-15 10:00,0.16281829651757118,0.4417183156646007
534.7000122070312,535.7899780273438,534.52001953125,534.635009765625,2020-12-15 10:30,-0.012156805670893011,0.2375085968021323
533.010009765625,533.0449829101562,530.4099731445312,530.4199829101562,2020-12-15 11:00,-0.4859246183026911,0.494364030195918
528.1990966796875,529.037109375,528.0599975585938,528.9349975585938,2020-12-15 11:30,0.13932263109350182,0.18498930091862573
529.1699829101562,530.6981201171875,529.1199951171875,530.5,2020-12-15 12:00,0.25134023712557474,0.2982264774961617
530.5,530.77001953125,530.3300170898438,530.4000244140625,2020-12-15 12:30,-0.018845539290763432,0.0829410822631951
529.8499755859375,529.989990234375,529.4400024414062,529.4801025390625,2020-12-15 13:00,-0.06980712728465711,0.10380066402013947
528.260009765625,528.7603759765625,528.0,528.0499877929688,2020-12-15 13:30,-0.03975731056178778,0.14393971955209306
529.5599975585938,529.5599975585938,528.75,529.469970703125,2020-12-15 14:00,-0.01700031269049715,0.15295671167158484
530.6300048828125,531.2429809570312,530.6199951171875,530.8400268554688,2020-12-15 14:30,0.03957973931433306,0.1174049401863986
532.5,532.9099731445312,531.8599853515625,531.8599853515625,2020-12-15 15:00,-0.12019054430751173,0.19718080619131456
532.6287231445312,532.6287231445312,531.5999755859375,532.0399780273438,2020-12-15 15:30,-0.11053574311795823,0.19314534006356893
536.89990234375,537.489990234375,533.8599853515625,534.669189453125,2020-12-16 09:30,-0.41548021910363225,0.6761045898809627
529.6500244140625,530.7593994140625,529.0999755859375,530.5399780273438,2020-12-16 10:00,0.16802672939848942,0.3133057210675626
530.6400146484375,532.5260009765625,530.5704956054688,532.3400268554688,2020-12-16 10:30,0.32037014927295887,0.3685182641925943
532.75,532.9600219726562,531.9199829101562,532.489990234375,2020-12-16 11:00,-0.04880521175504458,0.1952208470201783
531.25,531.6500244140625,530.780029296875,531.47998046875,2020-12-16 11:30,0.04329044117647059,0.16376378676470588
530.5499877929688,530.6904296875,530.1099853515625,530.35498046875,2020-12-16 12:00,-0.03675569290463272,0.10940426902130117
531.030029296875,531.0640258789062,530.125,530.1500244140625,2020-12-16 12:30,-0.16571659496878074,0.17683103159902147
529.2000122070312,529.2947998046875,528.5,528.9447021484375,2020-12-16 13:00,-0.048244529989517226,0.15018892410315401
529.1500244140625,530.03857421875,529.0900268554688,529.9600219726562,2020-12-16 13:30,0.15307521897795906,0.17925868270186585
529.885009765625,530.5,529.4194946289062,530.0599975585938,2020-12-16 14:00,0.033023729628839545,0.20391317949750484
529.896484375,530.6699829101562,529.896484375,530.52001953125,2020-12-16 14:30,0.11767112533034532,0.14597162992477156
531.75,531.8200073242188,531.530029296875,531.5800170898438,2020-12-16 15:00,-0.031966696785378466,0.054532774300658206
531.9099731445312,532.0499877929688,531.6699829101562,531.989990234375,2020-12-16 15:30,0.01504335204897684,0.07144157883823783
533.8200073242188,535.1699829101562,533.0,533.77001953125,2020-12-17 09:30,-0.009364166251339024,0.40650085803889663
531.0800170898438,531.3300170898438,529.6900024414062,530.7849731445312,2020-12-17 10:00,-0.055555459783490004,0.30880744815522887
532.0700073242188,533.239990234375,532.0700073242188,532.8800048828125,2020-12-17 10:30,0.1522351471505093,0.21989266338091423
529.9500122070312,530.5499267578125,529.8800048828125,529.9299926757812,2020-12-17 11:00,-0.0037776263400064103,0.1264122765485072
531.0,531.0549926757812,530.1699829101562,530.2150268554688,2020-12-17 11:30,-0.14782921742584745,0.16666850576741996
529.2000122070312,529.5150146484375,528.8135986328125,529.5150146484375,2020-12-17 12:00,0.05952426948981554,0.13254270586649103
530.3400268554688,530.6300048828125,529.8300170898438,530.0399780273438,2020-12-17 12:30,-0.05657668909210411,0.15084431731696676
530.72998046875,531.194580078125,530.5999755859375,531.1199951171875,2020-12-17 13:00,0.07348645503180963,0.11203521829732228
531.0900268554688,531.3200073242188,530.8900146484375,531.3200073242188,2020-12-17 13:30,0.04330348097698077,0.08096417820669574
532.3800048828125,532.5,532.030029296875,532.3800048828125,2020-12-17 14:00,0.0,0.08827730170453152
533.0784912109375,533.614990234375,532.8699951171875,532.8699951171875,2020-12-17 14:30,-0.03911170628482528,0.13975336267932592
532.3599853515625,532.3699951171875,531.1580810546875,531.5900268554688,2020-12-17 15:00,-0.1446311738823272,0.22764935304062536
531.1500244140625,531.219970703125,530.5800170898438,531.0599975585938,2020-12-17 15:30,-0.01694942131802837,0.12048453052171353
535.0,536.2000122070312,532.0,532.0,2020-12-18 09:30,-0.5607476635514018,0.7850490106600467
530.989990234375,531.0,529.5599975585938,529.6900024414062,2020-12-18 10:00,-0.2448234085156568,0.27119201263486037
531.0499877929688,531.2999877929688,530.4000244140625,530.4000244140625,2020-12-18 10:30,-0.12239212764272578,0.16946867518940667
530.9500122070312,531.5772705078125,530.739990234375,531.1799926757812,2020-12-18 11:00,0.043314900360210296,0.1576947460566255
529.4000244140625,529.6099853515625,528.760009765625,529.52001953125,2020-12-18 11:30,0.022666247006752606,0.16055450448425065
529.2874755859375,529.4500122070312,528.5999755859375,529.2512817382812,2020-12-18 12:00,-0.006838221066195133,0.16060017670978013
529.6699829101562,529.6900024414062,529.010009765625,529.5800170898438,2020-12-18 12:30,-0.01698525935304138,0.12838044399744505
529.469970703125,529.5,529.2000122070312,529.3499755859375,2020-12-18 13:00,-0.022663252653998302,0.05665813163499575
529.47998046875,529.489990234375,528.5999755859375,528.8505859375,2020-12-18 13:30,-0.11887031700288185,0.1680922190201729
528.6699829101562,528.9099731445312,528.4400024414062,528.4400024414062,2020-12-18 14:00,-0.04350170733810767,0.08889680108902046
528.2849731445312,528.9000244140625,528.2000122070312,528.8200073242188,2020-12-18 14:30,0.10127756928288063,0.1325065528297237
527.2999877929688,527.5900268554688,526.280029296875,526.4000244140625,2020-12-18 15:00,-0.17067388578427167,0.248434968503752
523.7899780273438,526.64501953125,522.8200073242188,526.010009765625,2020-12-18 15:30,0.42384005639858885,0.7302568524576792
525.27001953125,527.6500244140625,524.719970703125,526.5050048828125,2020-12-21 09:30,0.23511438034567414,0.5578185698761705
522.1199951171875,523.63623046875,520.1600952148438,520.719970703125,2020-12-21 10:00,-0.26814227134669893,0.6657732487578927
521.3400268554688,521.9600219726562,520.5800170898438,520.97998046875,2020-12-21 10:30,-0.06906171944832576,0.2647034203638999
520.8400268554688,521.9598999023438,520.6500244140625,521.655029296875,2020-12-21 11:00,0.15647845775732022,0.2514928616737699
524.4849853515625,525.719970703125,524.469970703125,525.2999877929688,2020-12-21 11:30,0.15539099577082335,0.2383290341785713
527.3499755859375,529.307373046875,527.27001953125,529.030029296875,2020-12-21 12:00,0.3185842018994683,0.38633803165749664
531.4058837890625,531.668701171875,531.2125244140625,531.4920043945312,2020-12-21 12:30,0.016206182147380007,0.08584337729944591
532.5700073242188,532.6749877929688,532.0700073242188,532.4400024414062,2020-12-21 13:00,-0.024410853225791108,0.11359642120847017
532.0,533.5,532.0,533.5,2020-12-21 13:30,0.2819548872180451,0.2819548872180451
533.8599853515625,533.989990234375,533.4401245117188,533.7899780273438,2020-12-21 14:00,-0.013113424144843544,0.10299811518822623
533.3900146484375,533.8298950195312,533.280029296875,533.3599853515625,2020-12-21 14:30,-0.005629894833106802,0.10308886697451054
533.0,533.35498046875,532.7899780273438,532.9682006835938,2020-12-21 15:00,-0.005966100639071294,0.10600421039516886
532.6300048828125,532.7490844726562,531.3499755859375,531.3499755859375,2020-12-21 15:30,-0.24032241615014308,0.2626793222110304
